,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
6993,34,theater,2138.0,1,16.0,2000.0,30,plays
6994,1,technology,1.0,0,21.0,62432.29,35,web
6995,2,technology,51.32,0,16.0,3746.79,30,web
6996,12,theater,3668.8,0,22.0,5199.89,29,festivals
6997,35,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",1010.0,1,13.0,720.37,30,
6998,8,theater,550.0,1,22.0,717.35,57,musical
6999,46,theater,7010.0,1,27.0,7000.0,31,musical
7000,28,technology,19057.0,1,3.0,9500.0,60,robots
7001,11,technology,401.0,0,22.0,23334.72,50,software
7002,12,theater,336.0,1,20.0,339.55,60,comedy
7003,6,theater,61.0,0,27.0,750.0,45,plays
7004,12,theater,4040.0,1,7.0,4000.0,30,musical
7005,27,theater,886.0,1,10.0,1349.75,10,musical
7006,5,theater,325.0,0,23.0,10000.0,45,plays
7007,1302,technology,123310.0,1,24.0,25000.0,30,gadgets
7008,1,theater,1.0,0,5.0,4676.72,60,experimental
7009,61,theater,2826.0,1,13.0,2000.0,30,plays
7010,33,theater,1044.0,0,23.0,2650.35,30,festivals
7011,14,technology,1766.0,0,18.0,150000.0,30,robots
7012,147,technology,4384.0,1,24.0,1686.51,26,hardware
7013,6,technology,99053.0,0,14.0,25805.62,30,gadgets
7014,14,technology,5695.0,0,16.0,250000.0,30,hardware
7015,1,technology,2.0,0,21.0,100000.0,59,flight
7016,0,technology,0.0,0,21.0,10000.0,60,web
7017,187,technology,784894.0,1,7.0,50266.4,40,hardware
7018,45,technology,21615.0,1,13.0,20000.0,59,web
7019,2,technology,51.0,0,19.0,25000.0,30,web
7020,129,technology,9957.0,0,22.0,16489.53,44,software
7021,13,theater,1275.0,0,12.0,11563.11,57,musical
7022,117,technology,24028.0,0,19.0,45258.6,30,wearables
7023,35,theater,2500.0,1,24.0,3778.35,30,musical
7024,47,technology,4733.0,0,19.0,25000.0,45,robots
7025,420,technology,11518.0,1,16.0,5000.0,45,gadgets
7026,11,technology,176269.0,0,15.0,27546.45,44,gadgets
7027,95,technology,20552.0,0,10.0,25000.0,30,wearables
7028,1,technology,1.0,0,25.0,11500.0,45,software
7029,1,technology,5.0,0,19.0,22000.0,14,software
7030,476,technology,35834.0,1,13.0,11332.12,36,wearables
7031,34,theater,1188.0,1,22.0,1380.07,45,musical
7032,68,technology,5391.0,1,20.0,5000.0,60,flight
7033,1,technology,1.0,0,7.0,80000.0,45,web
7034,961,technology,23116.0,1,17.0,10000.0,30,hardware
7035,18,technology,2410.0,0,20.0,4737.88,40,sound
7036,1,technology,1.0,0,21.0,25925.88,30,web
7037,382,technology,140623.01,1,13.0,125000.0,30,flight
7038,5,technology,90.0,0,19.0,13500.0,35,web
7039,223,theater,18692.0,1,22.0,15000.0,27,musical
7040,13,technology,240.0,0,8.0,9087.77,30,gadgets
7041,111,theater,6830.0,1,20.0,5500.0,25,festivals
7042,53,theater,10713.0,1,25.0,10000.0,17,plays
7043,9,theater,3418.8,0,6.0,4246.39,16,plays
7044,249,technology,26903.9,1,11.0,25000.0,60,wearables
7045,1,technology,10.0,0,18.0,15000.0,29,web
7046,119,technology,3698.03,1,24.0,2222.0,13,software
7047,115,technology,5476.0,0,20.0,150000.0,30,sound
7048,135,technology,57927.5,1,14.0,80504.67,35,fabrication tools
7049,35,technology,7101.0,0,14.0,71045.0,35,hardware
7050,468,technology,285422.0,1,16.0,50000.0,30,hardware
7051,18,theater,1119.0,1,22.0,1000.0,10,plays
7052,1,technology,10.0,0,18.0,25000.0,30,software
7053,83,technology,1598.0,0,20.0,5573.99,30,hardware
7054,4,technology,4.0,0,19.0,30000.0,30,web
7055,61,technology,2649.0,0,19.0,22696.04,30,sound
7056,249,technology,100826.0,1,16.0,17600.0,45,gadgets
7057,9,technology,377.0,0,9.0,35000.0,35,wearables
7058,65,theater,7728.85,0,21.0,20000.0,30,musical
7059,1,technology,1.0,0,18.0,15000.0,30,web
7060,46,technology,5024.0,1,4.0,6180.91,30,sound
7061,15,technology,575.0,0,15.0,192000.0,32,web
7062,1,technology,1.29,0,15.0,20552.75,30,web
7063,5236,technology,196362.57,1,12.0,37726.62,29,software
7064,12,technology,2077.29,0,21.0,22481.71,30,makerspaces
7066,561,technology,205665.0,1,19.0,5000.0,30,gadgets
7067,0,technology,0.0,0,24.0,176710.16,30,wearables
7068,63,theater,6401.0,1,21.0,6000.0,29,immersive
7069,87,technology,34380.0,0,13.0,5999.83,45,gadgets
7070,181,theater,26875.0,1,7.0,25000.0,21,spaces
7071,0,technology,0.0,0,21.0,5000.0,10,software
7072,1,technology,1.0,0,16.0,19415.99,28,web
7073,58,technology,12687.34,1,12.0,5000.0,30,diy electronics
7074,4134,technology,130125.95,1,20.0,18750.0,45,gadgets
7075,79,technology,48525.0,1,21.0,45000.0,30,flight
7076,17,theater,1987.0,1,20.0,3103.89,11,festivals
7077,7,technology,652.0,0,21.0,1444.26,30,diy electronics
7078,0,technology,0.0,0,18.0,182543.71,30,hardware
7079,310,technology,40275.0,1,14.0,20000.0,37,gadgets
7080,316,technology,15024.0,1,18.0,14915.38,21,diy electronics
7081,228,technology,34073.0,1,21.0,10000.0,35,fabrication tools
7082,31,technology,4048.0,1,23.0,5413.79,29,makerspaces
7083,129,technology,63335.0,1,15.0,38000.0,30,hardware
7084,5,technology,81.0,1,22.0,9.0,23,gadgets
7085,90,technology,45540.5,1,22.0,7500.0,30,hardware
7086,129,technology,28003.0,1,22.0,26191.01,30,hardware
7087,2,technology,2.32,0,18.0,61752.32,60,gadgets
7088,27,theater,1141.0,1,21.0,1318.86,14,festivals
7089,1,technology,18.8,0,14.0,42342.61,40,web
7090,46,technology,9100.0,0,15.0,16000.0,20,hardware
7091,743,technology,110913.0,1,19.0,55669.99,35,hardware
7092,964,technology,115647.0,1,19.0,10000.0,35,gadgets
7093,7,technology,200.0,1,17.0,200.0,22,web
7094,54,technology,5913.0,1,22.0,5000.0,21,hardware
7095,35,theater,5004.0,1,23.0,5000.0,25,musical
7096,26,theater,1230.0,1,17.0,664.15,60,immersive
7097,105,technology,9382.0,1,25.0,2883.3,32,sound
7098,62,theater,5760.0,1,26.0,6895.63,34,musical
7099,61,theater,5940.0,1,16.0,5000.0,30,plays
7100,2,theater,2.0,0,20.0,18720.0,60,immersive
7101,59,theater,3107.0,1,22.0,5023.12,32,festivals
7102,43,technology,4061.0,0,11.0,10000.0,31,wearables
7103,12,technology,4017.0,0,21.0,20000.0,37,fabrication tools
7104,59,theater,4161.0,1,13.0,3300.0,30,experimental
7105,13,technology,3265.0,1,28.0,3000.0,45,software
7106,2,technology,6.0,0,25.0,3000.0,60,web
7107,25,technology,145.0,1,25.0,99.0,80,software
7109,53,technology,11601.0,0,15.0,20000.0,30,wearables
7110,51,theater,4750.0,1,11.0,4500.0,30,plays
7111,272,technology,8661.0,1,7.0,4134.59,30,diy electronics
7112,2,technology,75.0,0,22.0,26825.41,60,wearables
7113,6,technology,691.0,0,11.0,1200.0,12,flight
7114,20,theater,1510.0,1,13.0,1500.0,47,plays
7115,197,technology,12481.0,1,18.0,10000.0,30,software
7116,0,technology,0.0,0,22.0,18000.0,60,web
7117,2,technology,50.0,0,24.0,3500.0,30,robots
7118,602,technology,215966.0,1,17.0,50000.0,38,sound
7119,73,theater,11540.0,1,16.0,10000.0,31,musical
7120,20,technology,1411.0,0,21.0,13072.79,36,software
7121,27,technology,1375.0,0,17.0,2232.89,31,web
7122,2,technology,64.0,0,23.0,150000.0,45,software
7123,45,technology,970.0,1,22.0,150.0,30,space exploration
7124,159,technology,4388.0,1,18.0,500.0,30,space exploration
7125,251,technology,42122.0,1,13.0,12000.0,33,gadgets
7126,59,technology,5621.38,0,24.0,30000.0,34,space exploration
7128,1,theater,1.0,0,24.0,2500.0,30,festivals
7129,799,technology,95627.81,1,24.0,65000.0,22,flight
7130,167,theater,21834.0,1,6.0,20000.0,30,immersive
7131,11,theater,610.0,1,19.0,335.5,54,festivals
7132,127,technology,23165.0,1,19.0,15000.0,32,sound
7133,0,technology,0.0,0,18.0,90000.0,43,web
7134,6,technology,178.71,0,18.0,1184.18,60,space exploration
7135,5,technology,50.0,0,24.0,2500.0,30,wearables
7136,2,theater,6.0,0,23.0,6618.87,30,experimental
7138,24,theater,753.0,1,13.0,725.0,30,experimental
7139,238,technology,16862.0,1,23.0,2500.0,30,hardware
7140,0,technology,0.0,0,16.0,20000.0,30,wearables
7141,0,theater,0.0,0,20.0,70000.0,16,festivals
7142,57,technology,6363.0,1,19.0,6000.0,30,hardware
7143,3,technology,52.0,0,5.0,13000.0,60,web
7144,24,theater,7617.0,1,19.0,5000.0,17,experimental
7145,44,technology,3548.0,0,15.0,24000.0,45,wearables
7146,8,theater,600.0,1,20.0,820.05,10,experimental
7147,56,technology,4793.0,0,22.0,50000.0,31,wearables
7148,24,theater,13175.0,0,23.0,7520.09,45,plays
7149,136,theater,5717.0,1,19.0,5000.0,44,festivals
7150,20,theater,1051.0,1,16.0,1000.0,11,plays
7151,88,theater,5026.0,1,22.0,5000.0,23,immersive
7152,22,technology,800.77,1,20.0,700.0,30,hardware
7153,27,technology,760.0,0,17.0,150000.0,30,robots
7154,2,technology,6.0,0,24.0,1487.71,30,space exploration
7155,1,theater,1.0,0,26.0,150000.0,60,experimental
7156,9,technology,6852.0,0,20.0,250000.0,29,diy electronics
7157,1504,technology,466305.5,1,19.0,75701.14,45,sound
7158,379,technology,32661.5,1,24.0,30000.0,30,gadgets
7159,193,theater,11122.0,1,21.0,10000.0,29,plays
7160,6,technology,80.0,0,14.0,210.0,30,web
7161,0,technology,0.0,0,24.0,670397.84,25,sound
7162,56,theater,2532.0,1,22.0,3506.63,60,spaces
7163,10,technology,26150.0,0,16.0,5772.55,42,hardware
7164,1878,technology,161599.0,1,23.0,20000.0,30,gadgets
7165,178,technology,65358.0,0,17.0,38464.92,33,wearables
7166,2,technology,11.0,0,20.0,3600.0,30,web
7167,4,technology,11.0,0,18.0,88888.0,30,wearables
7168,4,theater,16.0,0,21.0,3265.61,21,immersive
7169,42,theater,1908.0,1,20.0,2277.19,7,plays
7170,6,technology,6758.8,0,21.0,51059.9,60,web
7171,42,theater,1510.0,1,25.0,2316.64,25,plays
7172,7,technology,27.0,0,25.0,15446.0,59,flight
7173,0,technology,0.0,0,18.0,97817.0,32,software
7174,2,technology,1208.71,0,11.0,9931.98,45,wearables
7175,18,theater,525.0,1,23.0,481.24,30,plays
7176,2,technology,31.0,1,13.0,50.62,15,flight
7177,5629,technology,382341.24,1,13.0,11944.04,55,wearables
7178,44,theater,6010.0,1,23.0,7972.2,30,experimental
7179,106,technology,25161.0,1,19.0,15000.0,45,robots
7180,266,technology,50424.0,1,16.0,50000.0,35,gadgets
7181,0,technology,0.0,0,23.0,106366.0,42,wearables
7182,226,technology,19124.7,1,20.0,18000.0,48,space exploration
7183,26,theater,3551.0,1,26.0,4881.26,16,plays
7184,123,theater,7905.0,1,24.0,7000.0,30,plays
7185,0,theater,0.0,0,21.0,300.0,30,plays
7186,40,theater,15000.0,0,26.0,50000.0,45,musical
7187,7,theater,174.0,0,25.0,15000.0,60,plays
7188,44,art,4401.0,1,22.0,3000.0,21,public art
7189,169,comics,6434.6,1,20.0,3700.0,39,anthologies
7190,56,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",1617.0,1,10.0,392.96,13,
7191,156,crafts,17232.0,1,21.0,15800.0,30,weaving
7192,38,comics,809.0,1,23.0,693.93,30,comic books
7193,122,art,7741.0,1,21.0,7000.0,20,public art
7194,43,art,1242.0,1,19.0,1571.57,45,performance art
7195,57,art,7593.0,1,21.0,6000.0,20,sculpture
7196,111,comics,3811.36,1,5.0,3500.0,30,anthologies
7197,477,comics,72281.0,1,12.0,55000.0,21,graphic novels
7198,142,art,6576.0,1,20.0,4373.0,31,public art
7199,261,comics,4529.0,1,22.0,1703.25,30,comic books
7200,7,art,1111.0,0,21.0,4598.43,30,sculpture
7201,45,comics,1737.0,1,23.0,783.68,30,graphic novels
7202,0,art,0.0,0,26.0,10000.0,30,performance art
7203,26,art,3050.01,1,21.0,3000.0,30,public art
7204,154,comics,7780.0,1,16.0,7500.0,33,graphic novels
7205,5,art,370.0,0,15.0,54392.85,50,sculpture
7206,168,comics,3956.0,1,12.0,2500.0,32,comic books
7207,59,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",5584.0,1,22.0,6532.75,30,
7208,16,art,173.0,0,9.0,13018.49,30,sculpture
7209,7,crafts,301.0,0,22.0,500.0,30,candles
7210,29,comics,1232.0,1,23.0,800.0,30,webcomics
7211,111,comics,5886.29,1,9.0,1189.62,22,graphic novels
7212,32,comics,1958.0,0,23.0,94000.0,56,webcomics
7213,1141,comics,49668.0,1,23.0,45000.0,29,graphic novels
7214,143,art,4500.0,1,12.0,4500.0,14,performance art
7215,63,art,3280.0,1,23.0,2750.0,41,public art
7216,693,comics,67794.0,1,18.0,1000.0,20,graphic novels
7217,56,art,5093.0,1,15.0,5000.0,31,performance art
7218,237,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",10084.0,1,26.0,3000.0,22,
7219,0,comics,0.0,0,17.0,766.56,30,webcomics
7220,8,art,250.0,0,21.0,2000.0,40,sculpture
7221,150,crafts,5886.0,1,23.0,5000.0,30,stationery
7222,3,crafts,19.0,0,25.0,1000.0,30,candles
7223,83,art,10559.99,1,20.0,7000.0,32,public art
7224,26,art,16741.35,1,18.0,2286.72,25,public art
7225,395,comics,11055.0,1,18.0,3000.0,24,comic books
7226,2,art,51.0,0,23.0,334.44,1,social practice
7227,125,comics,5879.0,1,17.0,1500.0,30,comic books
7228,20,art,555.0,1,29.0,400.0,21,painting
7229,73,crafts,4582.0,1,21.0,2000.0,23,woodworking
7230,41,comics,1672.0,1,24.0,1000.0,11,graphic novels
7231,88,art,35160.0,1,21.0,40109.74,37,sculpture
7232,820,comics,67777.17,1,13.0,44000.0,30,graphic novels
7233,13,art,160.0,0,10.0,500.0,6,performance art
7234,71,comics,3577.0,1,10.0,3550.0,21,anthologies
7235,161,art,10502.11,1,20.0,10000.0,60,public art
7236,72,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",1673.0,1,15.0,1450.0,21,
7237,3,art,88.0,0,21.0,3000.0,27,sculpture
7238,36,art,4670.99,1,18.0,1600.0,30,performance art
7239,73,comics,1326.0,1,21.0,400.0,34,comic books
7240,61,comics,1082.0,1,13.0,1033.69,18,comic books
7241,3,art,201.0,0,18.0,5000.0,30,performance art
7242,43,art,1987.0,0,19.0,38000.0,29,sculpture
7243,38,comics,945.0,1,18.0,320.0,57,events
7244,26,art,2750.0,1,10.0,2750.0,37,performance art
7245,2,crafts,990.0,1,8.0,300.0,30,weaving
7246,125,art,6666.0,1,10.0,1550.0,29,textiles
7247,1,crafts,1.0,0,27.0,1500.0,15,diy
7248,59,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",1058.0,1,24.0,227.39,20,
7249,341,art,48956.0,1,13.0,48000.0,29,video art
7250,34,art,1491.0,1,19.0,1200.0,25,performance art
7251,7,comics,68.0,1,14.0,20.0,15,graphic novels
7252,5,art,23.0,0,17.0,5000.0,45,performance art
7253,3,art,38.8,0,17.0,2358.65,45,video art
7254,247,comics,11523.0,1,17.0,7500.0,30,anthologies
7255,49,art,971.0,1,19.0,801.92,31,performance art
7256,0,art,0.0,0,24.0,500.0,30,sculpture
7257,230,comics,13162.5,1,21.0,7000.0,25,graphic novels
7258,324,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",21810.0,1,13.0,15000.0,31,
7259,10,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",802.0,1,27.0,250.0,30,
7260,63,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",18085.0,1,12.0,6000.0,7,
7261,10,art,1255.0,0,23.0,7500.0,32,performance art
7262,88,comics,1890.0,1,19.0,1939.99,30,comic books
7263,15,art,11501.29,1,21.0,7670.49,15,public art
7264,60,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",1622.0,1,9.0,700.0,31,
7265,0,art,0.0,0,3.0,2500.0,30,performance art
7266,170,comics,6265.0,1,15.0,5000.0,30,graphic novels
7267,259,comics,7990.0,1,17.0,7500.0,21,comic books
7268,4,art,828.0,0,12.0,59500.0,60,sculpture
7269,4,art,535.0,0,21.0,6000.0,51,performance art
7270,68,comics,1550.0,1,12.0,750.0,21,comic books
7271,500,comics,13669.0,1,13.0,6122.47,30,webcomics
7272,96,art,1646.0,1,15.0,1000.0,6,public art
7273,1,art,25.0,0,22.0,4000.0,26,performance art
7274,14,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",175.0,1,17.0,165.0,47,
7275,99,comics,2485.0,1,23.0,1500.0,22,comic books
7276,2,crafts,138.0,0,18.0,5500.0,15,diy
7277,313,art,8194.45,1,22.0,1500.0,23,public art
7278,33,art,2740.0,1,19.0,2500.0,20,performance art
7279,2,crafts,26.0,0,14.0,3000.0,60,diy
7280,294,comics,16259.0,1,5.0,4000.0,30,comic books
7281,24,art,3584.0,1,13.0,2400.0,30,sculpture
7282,1316,comics,49635.61,1,21.0,5000.0,30,graphic novels
7283,57,art,4057.0,1,17.0,3500.0,30,public art
7284,77,comics,37308.8,1,8.0,1529.6,46,graphic novels
7285,107,comics,3394.29,1,20.0,2215.12,33,comic books
7286,3,crafts,17.0,0,3.0,300.0,59,diy
7287,48,art,2790.0,1,25.0,2500.0,30,painting
7288,68,art,5180.0,1,21.0,5000.0,60,public art
7289,6,art,540.0,0,15.0,2789.13,20,painting
7290,188,comics,5218.0,1,15.0,3500.0,38,comic books
7291,79,comics,4466.0,1,17.0,4000.0,30,graphic novels
7292,40,art,2767.0,1,15.0,2500.0,37,public art
7293,0,art,0.0,0,25.0,2241.41,30,textiles
7294,8,art,145.0,0,18.0,15251.02,30,performance art
7295,197,comics,14520.0,1,24.0,3500.0,27,anthologies
7296,23,comics,846.0,1,8.0,400.0,30,graphic novels
7297,309,comics,12943.69,1,17.0,4000.0,23,webcomics
7298,8,art,518.0,1,9.0,500.0,60,painting
7299,167,comics,6166.0,1,14.0,3500.0,45,anthologies
7300,704,comics,31520.0,1,17.0,30000.0,32,graphic novels
7301,8,art,1000.0,1,18.0,918.53,59,performance art
7302,0,crafts,0.0,0,20.0,200.0,60,diy
7303,1,crafts,25.0,0,16.0,2500.0,30,diy
7304,37,comics,1065.0,1,21.0,1.0,30,graphic novels
7305,116,comics,2359.0,1,25.0,2698.74,30,comic books
7306,375,comics,9910.0,1,24.0,8500.0,30,anthologies
7307,501,comics,16780.0,1,19.0,15666.0,31,comic books
7308,35,comics,1143.0,1,12.0,950.0,30,webcomics
7309,76,art,6121.0,1,18.0,5000.0,30,public art
7310,2,art,101.0,0,5.0,3713.27,44,video art
7311,25,art,2765.0,0,23.0,80000.0,59,sculpture
7312,96,art,6502.0,1,18.0,6500.0,30,painting
7313,981,comics,32703.0,1,6.0,25000.0,29,anthologies
7314,0,art,0.0,0,16.0,1500.0,90,performance art
7315,59,art,3752.66,1,17.0,3500.0,14,public art
7316,656,comics,17974.0,1,23.0,11000.0,31,comic books
7317,218,art,10677.0,1,21.0,15116.77,21,painting
7318,3,art,1000.0,0,21.0,8000.0,40,painting
7319,205,comics,15696.0,1,11.0,666.0,29,events
7320,4,crafts,157.29,0,6.0,754.5,60,candles
7321,47,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",1574.0,1,8.0,1137.14,54,
7322,17,art,800.0,1,20.0,800.0,60,performance art
7323,491,art,75258.00999999998,1,18.0,15000.0,30,painting
7324,1670,comics,55664.0,1,15.0,29000.0,60,anthologies
7325,8,art,305.0,1,23.0,339.06,30,textiles
7326,118,comics,6564.0,1,19.0,2000.0,30,comic books
7327,73,art,7000.0,1,24.0,7000.0,59,public art
7328,63,art,4170.0,1,23.0,4000.0,30,painting
7329,23,comics,2255.0,1,25.0,2000.0,30,graphic novels
7330,2,art,60.0,0,21.0,5000.0,26,performance art
7331,13,art,750.0,1,16.0,650.0,14,painting
7332,1,art,5.0,0,21.0,829.16,30,performance art
7333,97,art,5505.0,1,13.0,3114.24,31,sculpture
7334,23,art,2060.0,1,19.0,2000.0,30,painting
7335,17,comics,1005.0,1,18.0,350.0,25,webcomics
7336,2,crafts,40.0,0,22.0,10000.0,30,diy
7337,24,art,1530.0,1,23.0,1500.0,60,painting
7338,11,art,422.0,0,11.0,5000.0,31,sculpture
7339,99,comics,5093.0,0,17.0,15000.0,30,webcomics
7340,21,art,1425.0,1,15.0,1000.0,30,performance art
7341,0,art,0.0,0,11.0,10000.0,89,sculpture
7342,1,art,25.0,0,25.0,15000.0,30,public art
7343,0,art,0.0,0,24.0,30000.0,60,textiles
7344,103,comics,2963.0,1,5.0,500.0,30,comic books
7345,8,art,154.0,0,21.0,12176.07,33,painting
7346,18,art,5006.0,1,17.0,5000.0,26,public art
7347,9,art,440.0,0,20.0,1568.22,24,performance art
7348,25,comics,386.0,1,17.0,160.0,30,events
7349,13,art,1068.0,0,8.0,3000.0,30,sculpture
7350,23,comics,1256.0,1,10.0,1000.0,30,comic books
7351,37,comics,1167.0,1,9.0,1000.0,30,comic books
7352,16,art,55810.0,1,23.0,2500.0,15,sculpture
7353,6,art,500.0,1,24.0,500.0,30,painting
7354,141,comics,2117.0,1,11.0,600.0,34,comic books
7355,8,art,530.0,0,25.0,3222.36,30,painting
7356,3,art,65.0,0,21.0,500.0,30,sculpture
7357,0,art,0.0,0,24.0,7000.0,30,sculpture
7358,81,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",10644.0,1,15.0,10000.0,30,
7359,3,crafts,7000.0,0,18.0,4010.46,24,diy
7360,306,comics,6144.0,1,2.0,4500.0,34,comic books
7361,190,comics,3521.0,1,21.0,3000.0,15,comic books
7362,28,art,540.0,1,27.0,500.0,20,painting
7363,25,comics,798.29,1,9.0,535.92,30,comic books
7364,176,comics,84406.8,1,13.0,3922.8,30,graphic novels
7365,59,art,3170.0,1,18.0,5040.24,30,painting
7366,58,art,5450.11,1,26.0,5450.0,30,public art
7367,8,art,590.0,0,8.0,10000.0,50,performance art
7368,5,art,120.0,0,24.0,500.0,30,video art
7369,39,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",1227.0,1,14.0,450.0,31,
7370,1206,comics,65484.0,1,18.0,42615.2,60,graphic novels
7371,54,art,4554.97,1,16.0,3500.0,60,painting
7372,550,comics,12907.0,1,25.0,2850.0,21,comic books
7373,61,comics,1007.0,1,24.0,500.0,20,comic books
7374,5,art,158.0,0,14.0,1883.69,60,sculpture
7375,232,comics,7323.29,1,12.0,1904.23,45,comic books
7376,80,comics,1952.0,1,22.0,1000.0,30,comic books
7377,327,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",4657.0,1,20.0,3042.21,30,
7378,1584,comics,804018.0999999999,1,13.0,50000.0,30,comic books
7379,2,crafts,75.0,0,23.0,200.0,37,diy
7380,20,art,3585.0,1,21.0,3500.0,60,public art
7381,251,comics,4228.0,1,18.0,3911.09,32,comic books
7382,57,art,3001.0,1,22.0,2500.0,30,performance art
7383,1,comics,18.8,0,6.0,614.19,60,webcomics
7384,24,crafts,843.32,1,19.0,491.51,30,woodworking
7385,51,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",3783.0,1,21.0,1300.0,26,
7386,316,crafts,207394.71,1,16.0,2034.49,14,printing
7387,27,art,817.0,0,19.0,4531.74,32,sculpture
7388,3,art,9.0,0,8.0,65.24,30,social practice
7389,52,comics,580.0,1,15.0,360.0,32,graphic novels
7390,37,crafts,2586.0,1,10.0,250.0,9,woodworking
7391,89,art,5060.0,0,11.0,7683.0,33,painting
7392,181,comics,9350.0,1,18.0,8500.0,16,graphic novels
7393,15,art,1275.0,0,21.0,2500.0,76,sculpture
7394,47,comics,973.0,1,23.0,625.0,10,graphic novels
7395,119,comics,127373.8,1,6.0,3697.09,30,graphic novels
7396,213,comics,7820.0,1,19.0,6000.0,28,anthologies
7397,87,comics,4736.0,1,15.0,299.0,7,comic books
7398,114,comics,4405.0,1,11.0,3000.0,30,graphic novels
7399,490,comics,21540.0,1,25.0,7500.0,32,graphic novels
7400,17,art,652.0,1,19.0,400.0,30,public art
7401,42,comics,1254.0,1,24.0,1099.77,32,comic books
7402,59,comics,2569.0,1,24.0,2500.0,22,webcomics
7403,12,comics,1052.0,1,18.0,1000.0,31,comic books
7404,40,comics,1531.0,1,20.0,1500.0,30,comic books
7405,417,comics,24232.22,1,23.0,20000.0,30,webcomics
7406,34,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",752.0,1,15.0,1085.48,30,
7407,3,crafts,34.0,0,19.0,4158.71,60,diy
7408,9,art,2066.8,0,17.0,1555.46,40,video art
7409,15,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",531.29,1,26.0,76.63,15,
7410,2,crafts,52.0,0,22.0,4577.51,30,diy
7411,11,art,565.0,0,22.0,3800.0,57,performance art
7412,109,art,9530.0,1,23.0,9000.0,30,performance art
7413,65,comics,1729.32,1,20.0,346.99,60,comic books
7414,20,art,909.0,1,23.0,900.0,23,public art
7415,123,art,6260.0,1,19.0,5915.0,30,public art
7416,77,art,2599.88,1,19.0,1000.0,13,performance art
7417,2,art,9.0,0,23.0,182.16,60,performance art
7418,698,comics,58070.0,1,16.0,35000.0,32,graphic novels
7419,22,art,710.0,1,17.0,650.0,11,performance art
7420,3,art,150.0,0,4.0,5000.0,30,sculpture
7422,16,comics,261.0,1,12.0,100.0,30,comic books
7423,6,art,642.0,0,22.0,523068.84,29,sculpture
7424,345,comics,18104.0,1,25.0,2500.0,35,comic books
7425,3,crafts,50.0,0,12.0,2500.0,30,candles
7426,4,art,125.0,0,23.0,2000.0,30,performance art
7427,183,comics,7283.34,1,23.0,6717.83,30,graphic novels
7428,107,comics,2463.73,1,22.0,2625.77,35,comic books
7429,24,art,1238.0,1,23.0,1200.0,33,sculpture
7430,72,comics,2826.0,1,7.0,2500.0,15,comic books
7431,182,comics,7822.0,1,14.0,3000.0,30,webcomics
7432,49,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",3417.0,1,21.0,1500.0,30,
7433,17,comics,448.0,1,24.0,220.0,15,webcomics
7434,177,comics,11532.0,1,24.0,9000.0,30,comic books
7435,1,crafts,1.0,0,16.0,7437.99,30,diy
7436,76,comics,3220.0,1,22.0,3000.0,36,comic books
7437,6,art,53.0,0,10.0,430.07,21,textiles
7438,88,art,5290.0,1,16.0,5000.0,30,public art
7439,60,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",3790.0,1,6.0,500.0,30,
7440,6,art,345.0,0,18.0,2000.0,30,sculpture
7441,29,art,3670.0,1,15.0,4666.45,29,painting
7442,2,art,8.4,0,18.0,42000.0,58,performance art
7443,0,art,0.0,0,24.0,3095.96,60,performance art
7444,34,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",671.0,1,14.0,389.09,30,
7445,0,art,0.0,0,17.0,200.0,14,performance art
7446,34,art,1639.0,1,23.0,500.0,7,public art
7447,205,comics,8066.0,1,18.0,250.0,30,comic books
7448,587,comics,66752.0,1,26.0,47000.0,30,graphic novels
7449,40,comics,725.0,1,12.0,742.55,20,comic books
7450,30,art,1325.0,1,20.0,700.0,31,textiles
7451,19,art,3500.47,0,18.0,15000.0,25,performance art
